Gene,PC1,PC2,group
A1BG,-9.625209660065243,-0.840875621852125,2
A2LD1,-6.124271666139628,1.0812941606805224,2
A4GNT,-10.298022878011302,-0.5346074176284938,2
AAA1,-12.39455763989432,-0.4267701043179172,2
AAAS,-7.650754873018601,-0.22997719064327674,2
AACS,-8.708669771610847,0.40063895752616435,2
AACSL,-9.040021026937627,-0.2589385662819421,2
AADACL1,0.553660908949521,0.6574205178653358,2
AADAT,-12.141320664582818,-0.4506742768772322,2
AAGAB,3.9285890025449093,-1.09880802624174,2
AAK1,11.328472403991906,-0.3171164449316981,0
AAMP,-0.4721727758041608,-0.5837539796003909,2
AARS,18.21129938676097,0.05490223334531691,2
AARS2,0.030302534666355362,-0.6212880304889604,2
AARSD1,4.368921384972515,-0.9749837190577354,2
AASDH,-1.0632279664206272,1.0173509706772639,2
AASDHPPT,-0.4596439578455829,2.6282206431753212,2
AASS,-12.144161504068162,0.006595265985637499,2
AATF,14.392289823383113,-0.7604574091647263,2
AATK,-3.128153667900552,-0.5859002606810744,2
ABAT,-5.737940909727764,0.683996660953756,2
ABCA1,14.820593904968492,-0.18005069444884803,2
ABCA11,-13.309796131309225,0.21897719053190956,2
ABCA2,-8.113001347673999,0.7376578698271744,2
ABCA3,-6.5417559799919935,-0.835923777294531,2
ABCA5,-13.495933232190136,0.37559611099489054,2
ABCA7,15.436716013393575,-2.3124746784401053,0
ABCA8,-11.591700091382258,-0.40838708995515,2
ABCA9,-11.92177593868346,-0.16296562184279337,2
ABCB1,-7.003684863800467,1.6916532658285197,2
ABCB10,3.0116530819671006,0.9891295315863142,2
ABCB6,-3.275115393384661,-1.678141540273431,2
ABCB7,5.148144706386671,-0.7305515472527035,2
ABCB8,-12.141371012771284,-0.16816528216405213,2
ABCB9,-4.824206763326206,-0.7150561099577956,2
ABCC1,-10.81722355100998,0.2579016793993839,2
ABCC10,-4.811101432888961,-0.5260589178841768,2
ABCC11,-12.17659424909909,-0.2376778632892377,2
ABCC13,-11.462183928460997,-0.12661235389463296,2
ABCC3,0.26272350359877616,-0.703101459949625,2
ABCC4,0.21448646487267492,0.4694703078938525,2
ABCC5,5.701680591675795,-1.05451238530295,2
ABCC6,-12.295569527892281,-0.19139911703201287,2
ABCC6P2,-8.680151093891988,-0.5023012569127436,2
ABCC9,-11.130125800431024,-0.44092042579604923,2
ABCD1,-3.0319328106397716,-2.119842762071264,0
ABCD3,-3.934846520910472,1.1143129417613589,2
ABCD4,-12.197000555909545,0.013639945801336633,2
ABCE1,4.577316552671288,1.969062593637262,2
ABCF1,15.902982093712174,-0.6158068616719663,2
ABCF2,-5.805955604569068,0.12031668901219426,2
ABCF3,-3.5171288849119864,-0.7049855260890572,2
ABCG1,-5.711170983352974,-0.04231994245437965,2
ABCG4,-11.576869540651979,-0.08858830891628341,2
ABHD1,-11.934640588868369,0.031122048613789245,2
ABHD10,5.900254578924141,-0.4301630634454863,2
ABHD11,-12.21189755340519,0.6251440766761545,2
ABHD12,-6.611979232078396,-0.22333779486292324,2
ABHD12B,-12.18016252326738,-0.0064175433735985,2
ABHD13,-11.790443708163417,0.10835126813704987,2
ABHD14A,4.065189604658859,0.4516982294750755,2
ABHD14B,1.8749479281674495,-1.2349163354959158,2
ABHD15,-0.9026862127797841,1.6701805545811481,2
ABHD2,0.6364392403691145,-1.0200412884713923,2
ABHD3,1.7356794869005645,4.062808200351863,0
ABHD4,-2.440340813056351,-0.5867046875811766,2
ABHD5,9.285401599340446,1.4827613341634371,0
ABHD6,-1.171971418505736,0.204632145373965,2
ABHD7,-10.550842070131827,0.05501253193730687,2
ABHD8,3.041515484443669,-0.8197733921015812,2
ABHD9,-12.767870564755397,0.19082221562585813,2
ABI1,1.2895751161773314,0.603328576616605,2
ABI2,-12.220300689061458,0.020373017131952886,2
ABI3,11.018905584996604,-0.4416124291493126,2
ABL1,-7.0762934989296165,-0.03519158535400793,2
ABLIM1,5.170138348892572,1.867473725109293,2
ABLIM2,-12.532018342437889,0.16458448997756744,2
ABLIM3,-0.6198649205897195,-1.8431246861244088,0
ABP1,-9.04491793435513,0.010950455661915317,2
ABR,5.659349185311938,0.15815301652980576,2
ABT1,-7.081194661029209,0.6048428033762048,2
ABTB1,22.806260730462874,-1.1722984279388844,2
ACAA1,15.0854996619875,-0.49835009127514013,2
ACAA2,6.047628498805124,0.9720865700845861,2
ACACA,-1.098217142982894,0.21618052261093543,2
ACACB,0.8624828660226558,-0.6858410119739816,2
ACAD10,1.0149935274448645,-0.7657624865274582,2
ACAD11,-0.8806211032662856,0.16997199377189187,2
ACAD8,-3.4951621407529507,0.4376590842430477,2
ACAD9,-0.35542839015042277,-0.08385270344448927,2
ACADM,5.478566032030921,1.243823427894069,2
ACADS,-8.17134490179791,-0.5965759688562499,2
ACADSB,-12.371147952427181,0.2508068499387487,2
ACADVL,7.398392027884041,-0.37519000994700186,2
ACAP1,18.35449264065083,-1.3897649727215893,2
ACAP2,1.861426992391693,4.789469115358673,0
ACAT1,11.669550917125646,0.48567461279133134,2
ACAT2,5.101385777069379,1.1947900431641743,2
ACBD3,10.610109090375502,0.4213073217211235,2
ACBD4,-9.001230858651146,-0.6926324102036833,2
ACBD5,-13.700433290179047,0.2896720948469902,2
ACBD6,-4.769824445864815,0.8439210750009539,2
ACCN2,-13.749553677222421,-0.13085448888062146,2
ACCN3,-11.944254048920246,-0.20723912490566723,2
ACCS,4.7580586909649325,-1.5868376602927474,2
ACCSL,-13.958949672705067,0.11649210170413019,2
ACD,4.620643202145043,-0.4024981119533327,2
ACER2,-4.764620636093371,-0.2640510956611694,2
ACER3,-0.48925793635232256,-2.348478390151144,2
ACHE,-12.32387536780848,-0.34754279228325013,2
ACIN1,10.891781806869655,-0.7279884771281031,2
ACLY,16.655507189362982,0.32303184781960637,2
ACN9,-0.45367208541398807,1.6841233652779604,2
ACO1,8.280718665365423,-0.3725060942379392,2
ACO2,6.440930364137848,-0.4876128006028183,2
ACOT1,-11.310385100444456,1.4132026584051423,2
ACOT2,-9.004626384671166,1.6497423621268306,2
ACOT4,-7.890658019037759,0.59161369848596,2
ACOT7,2.787918970122233,-0.9856814523451707,2
ACOT8,-2.9859377877310114,-0.29399837481439234,2
ACOT9,3.9200861572117707,-0.03997496299894158,2
ACOX1,13.103536419007012,-0.209264765849548,2
ACOX2,-11.542189603799097,0.5512897733866092,2
ACOX3,-0.35183731126192636,-1.0393994938409346,2
ACP1,10.70485444225398,2.135894754212848,2
ACP2,0.6169810995892037,-1.3764954464705559,2
ACP5,-6.2372206415958695,-0.025961561967752792,2
ACP6,-4.845957436982527,-0.09538712933748478,2
ACPL2,-6.430141979949433,2.202877380062118,2
ACPP,-0.7266809744911051,-0.22134472869667,2
ACPT,-10.570421126768315,-0.49009599259576464,2
ACRBP,15.777955712406133,-0.9784473185681076,2
ACRC,-4.089014850437147,-0.5820419206288939,2
ACSBG1,-1.6630087415285575,-1.2398312025067173,2
ACSF2,-3.09614262538796,-1.3660738613859726,2
ACSF3,-11.7958489428753,-0.1817537609520084,2
ACSL1,27.204768857279664,0.6237904419714269,0
ACSL3,-2.5510752213912804,0.7279035550059165,2
ACSL4,5.568026981167536,0.1661320878806634,2
ACSL5,1.12008890587846,0.9937330825776808,2
ACSL6,-10.458033327433778,0.30632888767154864,2
ACSM2B,-13.312224189637726,0.13611402656010915,2
ACSM3,-9.016920041948865,0.24053419139451052,2
ACSS1,9.497623177205472,-1.595277503534418,2
ACSS2,7.170793391554268,-0.7502000157238718,2
ACSS3,-10.053474462940136,-0.04654804475883615,2
ACTA2,9.459837160867075,0.1473859834833137,2
ACTB,43.48771932365305,0.5262092850504237,1
ACTG1,28.632559189377325,3.3207719441562107,0
ACTL6A,3.956769182812232,2.214629131022089,2
ACTN1,27.505518887884318,-1.3271225516019134,0
ACTN4,19.412171201472038,-1.059495978524707,2
ACTR10,11.096589087428324,1.8379841338155563,2
ACTR1A,14.167932302290396,-0.7196334495734036,2
ACTR1B,7.3038837267036225,0.7821703472931901,2
ACTR3,19.73325591167557,1.0787414245821223,0
ACTR3B,-11.433739574521068,0.3031354499147021,2
ACTR5,-1.693714984188948,-0.4891186294268239,2
ACTR6,6.873311994272285,1.3165426223023011,2
ACTR8,-5.915172089188038,0.5546892202880626,2
ACTRT1,-4.975074530941105,-0.44178338153223967,2
ACVR1,10.174684752629945,0.8553720856393376,2
ACVR1B,-3.724821459691837,0.5432500983113713,2
ACVR1C,-12.822045981549461,-0.0492687267088957,2
ACVR2A,-7.0811251818875975,0.5537373237524277,2
ACVRL1,-8.931131783376978,-0.4895364252745927,2
ACY1,-7.759534566045328,0.5299564768785814,2
ACYP1,-5.158057209004668,0.6684670056934839,2
ACYP2,-7.912623085141093,1.0338250084464207,2
ADA,9.311074201100961,0.6481831611003687,2
ADAL,-5.747535500569998,-0.5822028759901711,2
ADAM10,-6.601562382415689,2.46974674539666,2
ADAM12,-11.41580596004125,-0.05634286593195198,2
ADAM15,1.5692434733309224,-0.8362632338998289,2
ADAM17,4.1425869666903425,-0.9675303920501674,2
ADAM19,22.244999228212755,0.8591992723983211,2
ADAM2,-10.989535041179378,-0.5251024230492715,2
ADAM28,-13.589380375709041,0.5706665494224362,2
ADAM32,-12.355291005993623,-0.19866590811676368,2
ADAM33,-13.124328789386043,-0.26167010735392704,2
ADAM8,19.957722848669803,-0.9405289460022469,2
ADAM9,-10.992778134540815,-0.33504971388320137,2
ADAMDEC1,-13.410427611164582,0.2509052826948339,2
ADAMTS1,-11.314200197579646,0.4968736452265557,2
ADAMTS13,-11.647784888466461,-0.28454453373971644,2
ADAMTS15,-10.830995692855852,-0.5043178165885708,2
ADAMTS17,-12.403535838979174,-0.11212246708848461,2
ADAMTS18,-11.865938023625691,-0.3334085880785685,2
ADAMTS2,-13.495003041868376,-0.1845036887844479,2
ADAMTS4,-14.011175831252439,0.12852971949536807,2
ADAMTS6,-12.308897272545483,0.012344516952929947,2
ADAMTS8,-11.810385823720726,-0.11849149327755876,2
ADAMTSL4,-7.590384386740206,-0.7443185630281867,2
ADAMTSL5,-9.7923695545202,-0.419638325977242,2
ADAP1,1.933608597435768,-1.957193710950534,2
ADAP2,11.887993566085965,-0.5291324773585747,2
ADAR,28.514000632783354,0.19720686965291592,2
ADARB1,-0.11815692199352514,0.033343232648522764,2
ADAT1,8.606294844558105,-0.7094793007424637,2
ADAT2,-12.54903490757304,0.2808357177648963,2
ADAT3,-7.471226646576618,-0.589690256247104,2
ADC,-12.834624305629193,0.3860777960448514,2
ADCK1,-4.579989106629811,-1.1606995031098575,2
ADCK2,8.44710289629847,-0.3268254119386892,2
ADCK4,-7.4277876014823985,-0.6996991259530356,2
ADCK5,-6.778508999916383,-1.1630316172146953,2
ADCY3,10.616870567358895,-0.4997738161294805,2
ADCY4,0.5146135784747312,-1.9608576291770665,0
ADCY7,5.487896092523217,2.512290689112518,2
ADCY9,-8.0125868766886,0.8789291941908485,2
ADD1,23.344626109280217,-0.8068256092002608,2
ADD3,17.877824467708272,0.3772126301344884,0
ADH4,-11.911590026977501,-0.9981139689423657,2
ADH5,-8.240688512511877,0.581762616130448,2
ADH6,-12.220031909525344,0.0267554744708174,2
ADHFE1,-2.806963450577253,0.045746837301325435,2
ADI1,-3.251510485925529,-0.5430492499500005,0
ADIPOQ,-11.530700020633311,-0.8971323310424112,2
ADIPOR1,28.883401546273564,0.6090914933262378,0
ADIPOR2,12.134026446999187,0.20853937493319794,2
ADK,-3.5325170549629847,0.7443573410332516,2
ADM,25.550007641625026,-0.11123813837716638,2
ADM2,-10.719768723835482,0.16335110794589025,2
ADNP,-8.858898512317536,0.250746177086693,2
ADO,8.837342629301366,0.15624932560493493,2
ADORA1,-0.7893730239176551,-1.7832532392226654,0
ADORA2A,9.202123901902484,-1.2318869860159383,2
ADORA2B,-9.87238272972933,1.0532589248606408,2
ADORA3,-6.946040250165278,0.15242971289339016,2
ADPGK,12.813825611245504,0.045111672493707886,2
ADPRH,-3.872131999913972,-0.4231428041947292,2
ADPRHL1,-11.740434129840857,-0.049291789034761786,2
ADPRHL2,14.268993870702525,-0.6117869202551038,2
ADRA1A,-11.136968282842075,-0.19825727865446927,2
ADRA2A,-5.586328664475895,-1.015580069584933,2
ADRA2B,-7.711902012831314,-0.3836236126245099,2
ADRA2C,-11.645066632548744,-0.566878476624978,2
ADRB2,15.14440203547522,-0.21170023870246588,2
ADRBK1,31.73563754759632,-0.5942413288283366,2
ADRBK2,-9.421617432685263,-1.3247654361607548,2
ADRM1,13.115935090677143,-0.39206973777624965,2
ADSL,20.176755764017177,0.36334362458730657,2
ADSS,5.561734877296285,1.8514089204910462,2
ADSSL1,-12.270999495764311,-0.08274661653973293,2
AEBP1,-7.508555313829833,-0.47467769947810895,2
AEBP2,-2.3919430645385686,0.6348675709829943,2
AEN,0.7390813534102026,-0.1865984329736161,2
AES,8.55182095143157,0.19872409864627064,2
AFAP1,0.8857064846343188,-1.1027603318551693,2
AFAP1L2,-2.0524866132195116,-0.9534753486394284,2
AFAR3,-13.398913340876764,-0.07364502592916967,2
AFARP1,-11.702295660201514,-0.22118913350597394,2
AFF1,-4.982204039571442,1.6986339767024738,2
AFF3,-2.9354746859551506,1.9700399802150543,2
AFF4,0.42780218270059156,3.1927724058419966,2
AFG3L1,-4.269021045807299,1.1943093911038827,2
AFG3L2,12.276989520534402,-0.31800520328562937,2
AFMID,-8.837352175435347,1.4644888730254235,2
AFTPH,8.400915942952267,-0.058098099751120215,2
AGA,2.219553806822316,0.2783528931740903,2
AGAP2,-10.750100885689877,-0.01538735938399104,2
AGAP3,-8.226334541057259,-0.7413129265522975,2
AGAP6,0.3330670173543324,-0.43440836081377915,2
AGAP7,-11.645896045417867,-0.257222774641012,2
AGAP8,9.150068987118765,-0.6579118546072531,2
AGBL5,-4.378347113989537,-0.7716521768063223,2
AGER,-8.563875468935843,-0.9369928307994244,2
AGFG1,-4.21840898154245,0.768002766942146,2
AGFG2,-4.55414634504534,-0.15287419950735134,2
AGGF1,1.1992554714381831,1.7428564451793425,2
AGK,1.4200815072111077,1.5514709834452545,2
AGL,-4.715110323714139,0.3142046792537108,2
AGMAT,-4.6961137949750205,-0.3712064548381599,0
AGPAT1,6.190367409362536,-0.6178033558055608,2
AGPAT2,3.041960937133729,-1.3700619873643851,2
AGPAT3,-10.48011791095353,0.2395781191630918,2
AGPAT4,-2.4598945906917478,-0.5247722569329887,2
AGPAT5,-10.36577868973676,2.325734848852923,2
AGPAT6,-5.8656020996431915,-0.6116447192471849,2
AGPAT9,19.443782166704022,-1.9500275969561585,0
AGPS,0.7963476100417323,0.5361215869574557,2
AGR3,-11.782605179411958,-0.3609563387970048,2
AGRN,-1.9144940471258693,-0.5076559847383717,2
AGRP,-13.340037262547849,-0.11335873000647943,2
AGTPBP1,6.607493439591189,0.4411301607015377,2
AGTRAP,11.657221367792465,-0.42404653293610994,2
AGXT2L2,-3.458557523907902,0.1403331461028552,2
AHCTF1,9.154816485936557,0.16187744667810686,2
AHCY,7.053252335396628,1.1530363249764388,2
AHCYL1,19.677332644760266,0.005231485002949216,2
AHCYL2,-5.214889092142221,1.6821016220260392,2
AHDC1,-11.326672834427274,-0.15971933836614635,2
AHI1,-10.720492794959707,0.7450621651979616,2
AHNAK,7.904022680102404,0.45732840948367937,2
AHR,12.503845539874888,-1.018202364636387,2
AHSA1,8.297261535447785,-0.0071874263321328605,2
AHSA2,9.133082853167178,-0.48510282211267136,0
AHSP,31.57555516909838,-2.1485581588098985,0
AIDA,25.124552123808908,-0.7198972994566494,2
AIF1,8.680686635695565,0.32441820660251974,2
AIF1L,-6.463889986809804,-0.6308163466345152,2
AIFM1,-2.6213792981172523,-0.03213222774178009,2
AIFM3,-11.69809210364003,-0.22933166839100644,2
AIG1,-5.847530017925016,0.8939032681082508,2
AIM1,3.7584328089513503,1.051755285579754,2
AIM1L,-11.774217557251424,-0.17288030250690284,2
AIM2,12.053481428172743,-1.3144153577432127,0
AIMP2,10.812681513071327,1.2511825598892603,2
AIP,16.004760474455615,-0.02940712588720842,2
AIRE,40.71460023654599,-1.577499225700662,0
AJAP1,-9.449133666481528,-0.37665992212249444,2
AK1,-1.68823710132431,-1.485333081164722,0
AK2,2.2832674933795087,0.6056220419027178,2
AK2P2,6.59294068273506,-3.5525717046137166,0
AK3,11.322072033244083,-0.16766534820235648,2
AK3L1,-8.283335794584138,-0.37176674256518727,2
AK5,-11.544023280684186,0.2331328296632263,2
AKAP1,-10.136960382178273,0.6594654928662121,2
