Gene	AveExpr	logFC	P.value	q.value
LOC728661	10.4657339816518	-0.0664097356891842	4.6633068684641e-08	0.000535150043030566
C12orf41	9.17361661281698	-0.0549949037020339	2.02004060447159e-07	0.00073969160032204
EP400	8.57280170924856	-0.0648180850843935	2.63345727590305e-07	0.00073969160032204
SNHG1	8.59386818592368	-0.0940045921516874	2.96819148763927e-07	0.00073969160032204
C16orf58	9.12492956334357	-0.0661937518432026	3.22284279451133e-07	0.00073969160032204
KLHL3	6.85873787005912	-0.124681484289139	4.00400899490403e-07	0.00076581763626727
HNRNPH1	10.3103130975941	-0.0929113472181288	1.46102336301431e-06	0.00206466502432875
ANKRD46	7.25223931211376	-0.0854538199683188	1.56802247416299e-06	0.00206466502432875
RPAIN	8.99461057602134	-0.0583683388931353	1.61923745367838e-06	0.00206466502432875
RPS13	13.5311428387315	-0.0625351628353954	1.9998670879489e-06	0.00214439978788645
RPS6P1	12.2027809705689	-0.100959756826673	2.05549711315522e-06	0.00214439978788645
MLLT10	6.92795202168621	-0.0867129091625098	2.77537147998982e-06	0.00249447984873191
SLC7A6	7.01620392939317	-0.087009236671053	3.0979970802622e-06	0.00249447984873191
NAT9	7.95277602817028	-0.0584360678259006	3.16895601349631e-06	0.00249447984873191
TRAFD1	8.81242910791346	0.0751253313718168	3.3408829603604e-06	0.00249447984873191
SEPT4	5.74724225468046	0.0615374154720603	3.56422495699233e-06	0.00249447984873191
TBC1D4	7.27774968295749	-0.103878523513215	3.7062577362058e-06	0.00249447984873191
MGC15763	7.18891010487785	-0.113803629124629	3.91264941374775e-06	0.00249447984873191
LOC728739	7.57849342763588	-0.0672193227078137	5.74945409269902e-06	0.0031744987075714
MTX3	6.89697826603563	-0.0906055015511453	5.84652472625797e-06	0.0031744987075714
TRAPPC2P1	5.99136210387238	-0.119093556487882	6.20756086982779e-06	0.0031744987075714
FEM1C	9.36003234634588	0.0444400946004439	6.54873799986928e-06	0.0031744987075714
LOC644172	6.27866740456916	-0.102201213964492	6.64458915138857e-06	0.0031744987075714
TYMP	8.71539289153804	0.108809675272031	7.09193655831931e-06	0.0031744987075714
RPL30	14.0323261950753	-0.0509203248419313	7.37827021093088e-06	0.0031744987075714
CTSA	10.1521660078317	0.07860725263252	7.59041233610329e-06	0.0031744987075714
CST7	10.4545077761673	0.110871970557383	7.74711953560979e-06	0.0031744987075714
NELL2	8.82770993886787	-0.121355230553482	7.7850908400372e-06	0.0031744987075714
SQRDL	8.56247009311463	0.0726058476351798	8.02216486334049e-06	0.0031744987075714
EIF2AK2	10.4045557133292	0.12536370543325	8.42671060876142e-06	0.00322343112022139
C2orf64	8.42290784046906	-0.0514893450943629	9.65484781103599e-06	0.00353607886835717
FNBP4	9.16179159105115	-0.0893470766707877	1.02270246450132e-05	0.00353607886835717
MAP1A	6.04175365056649	0.147051073611511	1.02405106479935e-05	0.00353607886835717
MIS12	9.14282145961253	-0.0508215168444041	1.09352257363768e-05	0.00353607886835717
MTERFD1	7.46962619679132	-0.0633148125793145	1.15089568970775e-05	0.00353607886835717
FERMT3	10.30041654673	0.0549647836482345	1.16223959168218e-05	0.00353607886835717
COMMD6	11.5771207993712	-0.0554651048636574	1.18587456104384e-05	0.00353607886835717
FLNA	8.05621377662224	0.106976713495926	1.18593700730623e-05	0.00353607886835717
DFFB	7.13340607459589	-0.0591628430595053	1.25952519560701e-05	0.00353607886835717
TRMT11	5.80547221893626	-0.112828932454209	1.29008133761226e-05	0.00353607886835717
CBARA1	7.85071803571201	0.0632202409021061	1.29926792176193e-05	0.00353607886835717
TIGA1	9.76801210227458	-0.075996714887909	1.33868428096991e-05	0.00353607886835717
WDR33	6.26814809913564	-0.0441017238963071	1.3480772666587e-05	0.00353607886835717
ATP2A3	8.1694248455836	0.0544563044384927	1.36340986524275e-05	0.00353607886835717
ECGF1	10.6646909486773	0.094765823057608	1.38660539974665e-05	0.00353607886835717
ZSCAN18	8.40819394467747	-0.0706614965345641	1.46223434849874e-05	0.00356017323287493
SFRS2	10.6185285803474	-0.0629350296889548	1.47866980454817e-05	0.00356017323287493
CDH6	5.87543329268044	0.103674086359885	1.59825604982738e-05	0.00356017323287493
ZNF439	6.9025946093431	-0.0848831589424017	1.60974267296208e-05	0.00356017323287493
LOC644315	8.84641168691607	-0.0748145411824285	1.6206643871253e-05	0.00356017323287493
NCRNA00219	9.57949436916768	-0.0775608146176249	1.62412708424795e-05	0.00356017323287493
C5orf30	6.16890568125094	0.0830594410512376	1.63458533034741e-05	0.00356017323287493
CACNA2D3	7.1093783672385	-0.110601541745183	1.67208669233811e-05	0.00356017323287493
COMMD3	10.1577552827847	-0.047389667256867	1.67526425032415e-05	0.00356017323287493
EPHX2	7.30457526311204	-0.111157752760424	1.81402784461032e-05	0.00367163113116208
TINP1	11.0391539682619	-0.0807115008123476	1.82878661412873e-05	0.00367163113116208
YWHAH	11.6926224048863	0.0540846237178945	1.83788240908904e-05	0.00367163113116208
PAN2	7.61662586294213	-0.0743732625962044	1.87461034589545e-05	0.00367163113116208
MTMR15	6.62813980952828	-0.0785460521918328	1.88768482938302e-05	0.00367163113116208
EEF1B2	8.80942970484483	-0.0665013030003606	1.99166811466545e-05	0.00369573267510985
TFPI	6.30618328376621	0.125182058387752	1.99578809720059e-05	0.00369573267510985
CLEC4D	7.56002605003682	0.124685850457611	1.9974914462694e-05	0.00369573267510985
TNFSF10	11.1953130034711	0.0723345824727795	2.02889480233554e-05	0.00369573267510985
AIM2	8.85066845796957	0.12392697794962	2.15721428989643e-05	0.00386807498086535
ZNFX1	10.0838009550714	0.058251921541638	2.19144671786186e-05	0.00386900355491303
UNC84A	6.81753844782044	-0.0984854871426788	2.30521713040679e-05	0.00400298628834322
STK3	7.55522289529902	0.0777211184807634	2.38574105249599e-05	0.00400298628834322
PSTPIP2	8.93139716993081	0.0851191519467698	2.42716853083666e-05	0.00400298628834322
RPLP0	10.9063688671202	-0.0905668589588812	2.43091104399341e-05	0.00400298628834322
CXorf45	5.86488910885392	-0.124355472273594	2.472444538434e-05	0.00400298628834322
PLOD2	5.69056358698259	0.0727035268251395	2.47662858745766e-05	0.00400298628834322
ALDH3A2	6.72203597892456	-0.0480922232090078	2.51720695557427e-05	0.00401206533078652
CUX1	5.77041689614098	0.0747486315778788	2.6554501939751e-05	0.00415126672026398
WSB2	8.36881040261195	0.0817363401386176	2.67689161900386e-05	0.00415126672026398
CYLN2	6.52941404307244	0.104326210441138	2.79308755159829e-05	0.00416590368301447
GSN	8.26787589028396	0.0940640353434633	2.82132050565788e-05	0.00416590368301447
RPL24	13.3230738189474	-0.0582129150398242	2.82496272199607e-05	0.00416590368301447
MAN1C1	6.85045035061521	-0.112323902282218	2.83153710980012e-05	0.00416590368301447
LOC100130553	14.1398639014179	-0.0453807926308538	2.92819049010581e-05	0.00425357215324704
RPL17	11.9848120089995	-0.0730160301986247	2.97129366500278e-05	0.0042622327286559
MYL6	14.1453727525726	0.032772994913355	3.12424773452226e-05	0.00439836459740388
ETV6	9.23695264031284	0.0484518864104282	3.14284895711898e-05	0.00439836459740388
SRC	6.41346014033549	0.0624430722235566	3.3114095372581e-05	0.0045261600793382
F2RL3	5.52265549823369	0.0920196673903758	3.33336688740065e-05	0.0045261600793382
TAF1L	5.36660718125482	-0.0838338830049158	3.35248826222354e-05	0.0045261600793382
RPS6	13.6627567441768	-0.0548701545105364	3.45792837806827e-05	0.00461422865719594
LOC653496	7.88050384373178	0.0649092449564527	3.59570692254932e-05	0.00470766583300322
POP5	7.7138965178602	-0.0649611423152609	3.60999607782091e-05	0.00470766583300322
YIF1B	8.20343522335464	0.0589240588033619	3.72032879526389e-05	0.00479703499373171
CMIP	11.8383592850435	0.0487458693352893	3.87981852795623e-05	0.00494709753484062
TLN1	10.3534426671773	0.0534887374413258	4.14910723908838e-05	0.00523232650927601
NAT5	8.96019129411081	-0.0645752178819732	4.36835312450441e-05	0.00544893315747078
TARBP1	6.60389922450787	-0.0958308520485783	4.49907217464632e-05	0.00554170582469634
C20orf3	10.1221367256942	0.0851525264233112	4.58261435473662e-05	0.00554170582469634
CSPP1	5.72591187422406	-0.0438396350358062	4.59292711257845e-05	0.00554170582469634
CAPZA2	11.0829621353346	0.0463412461501795	4.63589009568376e-05	0.00554170582469634
LOC100132738	5.41580370790263	0.0646017107724465	4.81774916916124e-05	0.00569972655043295
MRPS21	8.65675407750317	-0.0612490989382444	5.02161542377529e-05	0.00588029268936628
ZNF177	5.04167507002009	-0.0503293775551102	5.13121492363128e-05	0.00589004858512687
LOC644029	11.2905081072084	-0.0646105471555895	5.15222006664487e-05	0.00589004858512687
UBE2J1	9.83574205378996	0.0567817240353726	5.25597928623561e-05	0.00589004858512687
IFI35	9.6915359608787	0.0862843871314467	5.25874745292261e-05	0.00589004858512687
ILK	10.1813768460274	0.0579895237362343	5.28657663616628e-05	0.00589004858512687
DNASE1L3	5.12982439619103	-0.0804103591912136	5.38914113046482e-05	0.00594658713971604
SNRPA1	9.59573053381792	-0.0517636032698125	5.56832473489576e-05	0.00606227287741103
LOC729926	8.19436222656508	-0.0499859204142629	5.63945968914325e-05	0.00606227287741103
ZNHIT3	8.92839861593333	-0.0496420349333842	5.65246249234594e-05	0.00606227287741103
DDX55	8.78850224002915	-0.053306745903484	5.88969787864583e-05	0.00625822007877802
LOC202134	5.48201568046993	-0.0528526324073415	5.96965339538618e-05	0.0062844017927021
ATP9A	8.56023762278521	0.0972264303118737	6.1004304955906e-05	0.0062844017927021
SNHG6	10.8675457215341	-0.0686866798178896	6.12039690125636e-05	0.0062844017927021
QSOX2	6.7302903143765	-0.084932617809116	6.13338740356087e-05	0.0062844017927021
FUBP3	7.84551495622471	-0.110005947718797	6.23382150857769e-05	0.00633078389929749
SIP1	5.79854937926747	-0.063745225675455	6.41035946066935e-05	0.0064529619084553
NDUFB5	10.7207895911969	-0.0567351307016527	6.47404028693027e-05	0.00646039581083694
HINT1	11.3018066016634	-0.0673728812064151	6.60990452697569e-05	0.00653911186553362
PRKD2	8.30129184345692	0.0714083518596123	6.76452429285855e-05	0.00660343500314891
ATM	9.86912632328793	-0.076739856927197	6.79000892625929e-05	0.00660343500314891
TSTA3	8.38566094707321	0.143423068266902	6.866510035484e-05	0.00662171778436629
TPM4	8.03632080502898	0.0934529464811819	7.06514014595383e-05	0.0067282414010203
ACTR1B	8.19535651971799	-0.049167668531298	7.1063330288845e-05	0.0067282414010203
TUBA3D	7.32749924985169	0.0779257460492814	7.15286166766689e-05	0.0067282414010203
DPH2	6.47864897987147	-0.0308328069863244	7.24979939435852e-05	0.00674924566545126
CREBZF	6.4253990867518	-0.0904338079710932	7.29656194254649e-05	0.00674924566545126
LOC346085	5.80656364081824	0.0676087540012748	7.35163064979253e-05	0.00674924566545126
RPL36AL	12.8551149118478	-0.0518753530544656	7.74389438946069e-05	0.00705294416812167
CEP192	8.23786845383947	-0.0634173126661859	8.10104471509307e-05	0.00719736939643623
LOC645693	8.36810060425228	-0.0787715026407228	8.23847408812961e-05	0.00719736939643623
LOC641814	13.4989158666824	-0.0615958818751022	8.3303287546654e-05	0.00719736939643623
STMN3	10.4915146694416	-0.0908450900260556	8.33644700168448e-05	0.00719736939643623
NGDN	7.02864828917617	-0.0583789807513277	8.33959812975117e-05	0.00719736939643623
PSMB3	11.8864460576285	0.0467179934016717	8.35107551518046e-05	0.00719736939643623
TCERG1	5.85731771676918	-0.0459055750811375	8.35713091838658e-05	0.00719736939643623
FLJ46020	4.90204412776169	-0.0441688511882128	8.44767360321497e-05	0.00719736939643623
CCDC21	6.47343937153127	-0.0774846058978082	8.46693043956879e-05	0.00719736939643623
HSF2	6.12920928035522	-0.0817942474794073	8.56309645296847e-05	0.00722559303146563
DHX35	6.2092710753601	-0.072352804097092	8.74547127949916e-05	0.00732561719049925
GAS2L1	5.12663063725742	0.064477601625247	8.82256294018342e-05	0.00733664066197216
MCEE	7.11392105580233	-0.106449222626693	9.09248737772172e-05	0.00746438263068891
FCER1A	10.3748736170477	-0.129333991471805	9.10626657727216e-05	0.00746438263068891
REV1	7.732632776815	-0.0498672719550986	9.46866153226424e-05	0.00770639116571188
BBS4	6.25896020069142	-0.063498623720264	9.66309807358585e-05	0.00780925514777884
MGC2752	6.29889726403299	0.0671859482733011	9.80555312342005e-05	0.00786896527866959
DDX5	11.9862791613365	-0.0722205306744744	0.000100727540205377	0.00802725955882328
STXBP2	10.6977941136548	0.0615443959347187	0.000101599664855787	0.00804092187754121
DAB2	8.62107868443806	0.0915864842126739	0.000102478000357735	0.00804963042210027
PEX1	5.76285915932615	-0.0847715478450026	0.000103112592566372	0.00804963042210027
CDON	4.92750417165962	0.0567731178151186	0.000104114822419605	0.00806482235205698
RBM26	7.58503743223226	-0.0801379295832138	0.000104712735271259	0.00806482235205698
ITGA2B	8.88138448344226	0.154821485812326	0.000107061925152812	0.00810120981442818
EHD1	12.0598504390724	0.0435267794540885	0.000107264518779115	0.00810120981442818
ORMDL1	7.65257507370345	-0.0552598400250314	0.000108451603414192	0.00810120981442818
TAF2	6.79683202564243	-0.103954651145831	0.000108665387412874	0.00810120981442818
SERPING1	5.90282129388521	0.0983479787092083	0.000108714890166297	0.00810120981442818
ACOT7	7.25982520296118	0.0717550264493516	0.000110325872054018	0.00816821650143707
MAPKAPK2	8.96116940402702	0.052294440626407	0.000113040269334069	0.00827007954907307
C12orf4	6.38491308976835	-0.066946821158017	0.000113143020818037	0.00827007954907307
PIK3IP1	10.6588065464567	-0.0831514503029012	0.00011528233701706	0.00830862036483945
LRIG1	7.27416581851949	-0.0745450941770318	0.000115789452631732	0.00830862036483945
RPL35A	13.6596785479998	-0.0557377003593652	0.000115921436744621	0.00830862036483945
NAPG	6.54516497235706	0.0723484664296825	0.000116878058144779	0.00830862036483945
STAG3L1	6.3767291746881	-0.0970552221832688	0.000117290371194864	0.00830862036483945
LEF1	10.3158281705084	-0.0983961614270192	0.000121856416752779	0.00857911261141426
ID3	7.30401822442063	-0.12252258535483	0.000123485554145715	0.00864079847704803
MMS19L	9.3048358984998	-0.0423397461652812	0.000128419269551736	0.00889627695397424
TGFB1I1	6.4162667776625	0.120853766113003	0.000129357911615074	0.00889627695397424
SLC26A11	6.87804576402701	-0.0820920442959039	0.000129855391427112	0.00889627695397424
LOC646567	8.00900966556882	-0.0755269528571012	0.000130565416936589	0.00889627695397424
ACER3	6.34282679888376	0.0939930264267388	0.000131012709871443	0.00889627695397424
PDE5A	8.87158949755224	0.100545547239221	0.000133254469219693	0.00899527473029166
KIF1B	7.29397856544515	0.0714601224643719	0.000135936241632592	0.00908113584187504
SNORD68	5.83997260011753	-0.0650583110068673	0.000136109064659121	0.00908113584187504
SFRS6	11.4325617689635	-0.0454719979119734	0.00013759071049392	0.00912692705905102
